decision_date,last_bar_used,n_bars,n_obs,today_regime,bear_state,bull_state,vol_ratio,ret_ratio,confidence_pass,raw_decision,previous_raw_decision,decision_changed,transition_type,error
2000-03-17,2000-03-16,52,42,0,2,0,0.8505691437039795,0.9721492591879601,True,bull,neutral,True,NEUTRAL_TO_BULL,
2000-03-20,2000-03-17,53,43,1,0,1,0.9977018936589125,0.2505667410434089,False,neutral,bull,True,BULL_TO_NEUTRAL,
2000-03-23,2000-03-22,56,46,1,0,1,0.981351657968793,0.6287965136804485,True,bull,neutral,True,NEUTRAL_TO_BULL,
2000-03-28,2000-03-27,59,49,1,0,2,0.9999999999575919,0.2376296980656242,False,neutral,bull,True,BULL_TO_NEUTRAL,
2000-03-31,2000-03-30,62,52,2,2,0,1.0,0.6291999003680284,True,bear,neutral,True,NEUTRAL_TO_BEAR,
2000-04-03,2000-03-31,63,53,2,2,0,1.0,0.3013069652381315,False,neutral,bear,True,BEAR_TO_NEUTRAL,
2000-04-14,2000-04-13,72,62,0,0,2,1.0,0.6675230392851605,True,bear,neutral,True,NEUTRAL_TO_BEAR,
2000-04-17,2000-04-14,73,63,2,0,1,0.14367509840663362,0.9995996615324336,False,neutral,bear,True,BEAR_TO_NEUTRAL,
2000-04-18,2000-04-17,74,64,2,1,2,0.9999999696650884,0.8548191899958624,True,bull,neutral,True,NEUTRAL_TO_BULL,
2000-04-20,2000-04-19,76,66,2,1,2,0.9986647365960795,0.2395760569554296,False,neutral,bull,True,BULL_TO_NEUTRAL,
2000-05-11,2000-05-10,90,80,2,2,1,0.7092104947602844,0.5473886159122213,True,bear,neutral,True,NEUTRAL_TO_BEAR,
2000-05-12,2000-05-11,91,81,2,2,1,0.9080321814108623,0.26619245052033313,False,neutral,bear,True,BEAR_TO_NEUTRAL,
2000-05-19,2000-05-18,96,86,0,1,2,0.8856184659245754,0.7144745014171312,True,bull,neutral,True,NEUTRAL_TO_BULL,
2000-05-23,2000-05-22,98,88,1,1,0,0.9976359941459029,0.40838915215928157,False,neutral,bull,True,BULL_TO_NEUTRAL,
2000-05-26,2000-05-25,101,91,0,0,1,0.49545896739075296,0.7532106083719775,True,bear,neutral,True,NEUTRAL_TO_BEAR,
2000-05-30,2000-05-26,102,92,0,2,1,0.9799781294719816,0.3533064836846889,False,neutral,bear,True,BEAR_TO_NEUTRAL,
